ci95_high,ci95_low,layer,mean_correct_minus_incorrect,median_correct_minus_incorrect,metric,model_variant,paired_effect_size_dz,raw_n_correct,raw_n_incorrect,seed_n,std_correct_minus_incorrect,task_family,token_bin
-0.004343361593782902,-0.200185626745224,1,-0.08501587063074112,-0.03846690853436785,candidate_update_norm,baseline,-0.6354505274899622,1430,195,5,0.13378833906481266,maximum,2
-0.0043433732353150845,-0.2001856118440628,1,-0.08501584827899933,-0.03846687747721056,effective_displacement,baseline,-0.6354504153205576,1430,195,5,0.13378832750642308,maximum,2
-0.004343361593782902,-0.200185626745224,1,-0.08501587063074112,-0.03846690853436785,effective_update_norm,baseline,-0.6354505274899622,1430,195,5,0.13378833906481266,maximum,2
0.004508669488132,-0.019726816564798355,1,-0.0059226034209132195,-0.0019135013680186552,relative_update_norm,baseline,-0.3639653876966868,1430,195,5,0.016272435844500863,maximum,2
0.005197850521653891,-0.001973139587789774,1,0.0014282556949183345,0.0008498146868590739,representation_direction_cosine,baseline,0.2976653404200642,1430,195,5,0.004798192805728694,maximum,2
0.07734790444374084,-0.17194975912570953,1,-0.03907128423452377,-0.02848801529198397,residual_norm,baseline,-0.2555404675033183,1430,195,5,0.15289666101129917,maximum,2
0.01321178488433361,-0.0691678375005722,1,-0.02540947124361992,-0.019910463915681298,attention_entropy,baseline,-0.4678161198677428,1339,186,5,0.05431508270985506,maximum,3
0.03444204479455948,-0.012847647070884705,1,0.011814272031188011,0.017380052780345878,attention_evidence_mass,baseline,0.3862222427946618,1339,186,5,0.03058931030409133,maximum,3
0.010080406442284584,-0.034065213054418564,1,-0.010971913114190102,0.0057330944285429,candidate_cosine,baseline,-0.3821467617657166,1339,186,5,0.02871125497307412,maximum,3
0.010745508596301079,0.00042295356979593635,1,0.00547811109572649,0.007952634422020127,candidate_dominance,baseline,0.8075744739619289,1339,186,5,0.006783412889279536,maximum,3
0.007124362979084253,-0.002484829630702734,1,0.0018595524597913027,-0.000295090913212781,candidate_novelty,baseline,0.2826600538113251,1339,186,5,0.006578759307222624,maximum,3
0.1827455312013626,-0.006106170825660229,1,0.09047435224056244,0.07704041148352037,candidate_update_norm,baseline,0.7009040726336586,1339,186,5,0.12908236058695388,maximum,3
0.18274550139904022,-0.006106150336563587,1,0.09047435224056244,0.07704038899401189,effective_displacement,baseline,0.7009041935016241,1339,186,5,0.12908233832724642,maximum,3
0.1827455312013626,-0.006106170825660229,1,0.09047435224056244,0.07704041148352037,effective_update_norm,baseline,0.7009040726336586,1339,186,5,0.12908236058695388,maximum,3
0.020898154005408287,0.000698728661518544,1,0.010709644295275211,0.014627440334081254,relative_update_norm,baseline,0.8072918746433668,1339,186,5,0.013266136612617779,maximum,3
-0.0006339496467262506,-0.006189435720443726,1,-0.003536376403644681,-0.0055418387241567,representation_direction_cosine,baseline,-0.990271020763988,1339,186,5,0.0035711197535765395,maximum,3
0.10075201839208603,-0.187481090426445,1,-0.05853394791483879,-0.1449610859319499,residual_norm,baseline,-0.30916137841594216,1339,186,5,0.18933137190276042,maximum,3
0.0027569171506911516,-0.1031256765127182,1,-0.05006083846092224,-0.04050696286288202,attention_entropy,baseline,-0.7516547492212599,1342,183,5,0.06660084102812759,maximum,4
0.029818808659911156,-0.013390821404755116,1,0.008213993161916733,-0.005950273126363703,attention_evidence_mass,baseline,0.29017356682535345,1342,183,5,0.028307172330622667,maximum,4
0.03200667351484299,-0.010841788724064827,1,0.008243951946496964,-0.003919728510662697,candidate_cosine,baseline,0.29694066994448165,1342,183,5,0.027762960015003394,maximum,4
0.016117315739393234,-0.00467652827501297,1,0.005771149415522814,-0.0016791742554930211,candidate_dominance,baseline,0.4200362876545017,1342,183,5,0.013739644847708581,maximum,4
0.0002699333126656711,-0.004510566592216492,1,-0.0019062086939811707,-0.0014010440155429738,candidate_novelty,baseline,-0.6243294611768871,1342,183,5,0.0030532095832669624,maximum,4
0.3627696931362152,-0.03808630257844925,1,0.15907351672649384,0.07544892585638774,candidate_update_norm,baseline,0.6138530131304644,1342,183,5,0.2591394247871605,maximum,4
0.3627696931362152,-0.03808631747961044,1,0.15907351672649384,0.07544889334476279,effective_displacement,baseline,0.6138530142143173,1342,183,5,0.2591394243296096,maximum,4
