component,layer_i,layer_j,matrix,model_variant,run_id,seed,task_family,value
sa,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6748641729354858
sa,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.3350262939929962
sa,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.5310633778572083
sa,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6748642325401306
sa,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
sa,0,0,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
sa,0,1,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.10151141881942749
sa,0,2,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.060605090111494064
sa,0,3,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.08458040654659271
sa,1,0,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.10151147097349167
sa,1,1,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
sa,1,2,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.08433430641889572
sa,1,3,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.1684160679578781
sa,2,0,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.060605090111494064
sa,2,1,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.08433430641889572
sa,2,2,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
sa,2,3,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.2375248819589615
sa,3,0,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.0845804363489151
sa,3,1,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.1684160679578781
sa,3,2,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.2375248819589615
sa,3,3,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
sa,0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0000007152557373
sa,0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7377398610115051
sa,0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.4274539053440094
sa,0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.22991743683815002
sa,1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7377398610115051
sa,1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0000001192092896
sa,1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7113139033317566
sa,1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.43029752373695374
sa,2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.4274539053440094
sa,2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7113139033317566
sa,2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0000001192092896
sa,2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6516674160957336
sa,3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.22991743683815002
sa,3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.43029752373695374
sa,3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6516674160957336
sa,3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.9999999403953552
sa,0,0,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
sa,0,1,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.07494396716356277
sa,0,2,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.05132646858692169
sa,0,3,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,-0.018175171688199043
sa,1,0,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.07494396716356277
sa,1,1,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
sa,1,2,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.01454838179051876
sa,1,3,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,-0.018190843984484673
sa,2,0,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.05132646858692169
sa,2,1,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.01454838179051876
sa,2,2,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0000003576278687
sa,2,3,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.11693158745765686
sa,3,0,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,-0.018175171688199043
sa,3,1,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,-0.018190843984484673
sa,3,2,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.11693158745765686
sa,3,3,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.000000238418579
ff,0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.8266623020172119
ff,0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6236682534217834
ff,0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.4593651294708252
ff,1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.8266623020172119
ff,1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.8095889687538147
ff,1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6457502841949463
ff,2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6236682534217834
ff,2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.8095889687538147
ff,2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.8842048645019531
ff,3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.4593651294708252
ff,3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6457502841949463
ff,3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.8842048645019531
ff,3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,0,0,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,0,1,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.4283527433872223
ff,0,2,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.36031633615493774
ff,0,3,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.3166719377040863
ff,1,0,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.4283527433872223
ff,1,1,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,1,2,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.33112838864326477
ff,1,3,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.2476508915424347
ff,2,0,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.36031633615493774
ff,2,1,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.33112838864326477
ff,2,2,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,2,3,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.5102156400680542
ff,3,0,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.3166719377040863
ff,3,1,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.2476508915424347
ff,3,2,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.5102156400680542
ff,3,3,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.0
ff,0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.1536845564842224
ff,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.17267224192619324
ff,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.18439693748950958
ff,1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.1536845564842224
ff,1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.0
ff,1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.18277177214622498
ff,1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.20543445646762848
ff,2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.17267224192619324
ff,2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.18277177214622498
ff,2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.0
ff,2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.12879985570907593
ff,3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.18439693748950958
ff,3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.20543445646762848
ff,3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.12879985570907593
ff,3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.0
ff,0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.774707019329071
ff,0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.5294253826141357
ff,0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.43723762035369873
ff,1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7747070789337158
ff,1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7259385585784912
ff,1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6023687124252319
ff,2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.5294252634048462
ff,2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7259385585784912
ff,2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.9565723538398743
ff,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.43723762035369873
ff,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6023687124252319
ff,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.9565721750259399
ff,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,0,0,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,0,1,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.5012599229812622
ff,0,2,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.3514929711818695
ff,0,3,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.19627997279167175
ff,1,0,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.5012598633766174
ff,1,1,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,1,2,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.48127877712249756
ff,1,3,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.26672235131263733
ff,2,0,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.3514929711818695
ff,2,1,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.4812786877155304
ff,2,2,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,2,3,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.797793984413147
ff,3,0,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.19627997279167175
ff,3,1,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.2667224109172821
ff,3,2,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7977941632270813
ff,3,3,update_cka,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7379190921783447
ff,0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.45000725984573364
ff,0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.3084183931350708
ff,1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7379190921783447
ff,1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6951879262924194
ff,1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.5194858908653259
ff,2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.45000725984573364
ff,2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.6951879262924194
ff,2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0000001192092896
ff,2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.8997640609741211
ff,3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.3084183931350708
ff,3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.5194858908653259
ff,3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.8997640609741211
ff,3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.9999998211860657
ff,0,0,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0000001192092896
ff,0,1,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.4210790991783142
ff,0,2,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.15213900804519653
ff,0,3,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.08230463415384293
ff,1,0,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.4210790991783142
ff,1,1,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,1,2,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.3534862995147705
ff,1,3,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.21463702619075775
ff,2,0,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.15213900804519653
ff,2,1,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.3534862995147705
ff,2,2,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,1.0
ff,2,3,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7779186964035034
ff,3,0,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.08230463415384293
ff,3,1,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.21463702619075775
ff,3,2,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.7779186964035034
ff,3,3,update_rsa,baseline,cycleA-e1-baseline-seed-11,11,minimum,0.9999997019767761
sa,0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.8574808835983276
sa,0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.7035391330718994
sa,0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.5463071465492249
sa,1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.8574808835983276
sa,1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.8991724848747253
sa,1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.7526364922523499
sa,2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.7035391330718994
sa,2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.8991724848747253
sa,2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.8958976864814758
sa,3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.5463071465492249
sa,3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.7526364922523499
sa,3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.8958976864814758
sa,3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,0,0,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,0,1,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.04174288734793663
sa,0,2,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,-0.004169866908341646
sa,0,3,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.09715034812688828
sa,1,0,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.04174288734793663
sa,1,1,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,1,2,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.13185007870197296
sa,1,3,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.015216277912259102
sa,2,0,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,-0.004169866908341646
sa,2,1,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.13185007870197296
sa,2,2,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,2,3,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.09359081834554672
sa,3,0,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.09715034812688828
sa,3,1,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.015216277912259102
sa,3,2,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.09359081834554672
sa,3,3,update_cosine,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.0
sa,0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.2588139772415161
sa,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.2689529061317444
sa,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.2395978569984436
sa,1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.2588139772415161
sa,1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.0
sa,1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.22850871086120605
sa,1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.26813605427742004
sa,2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.2689529061317444
sa,2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.22850871086120605
sa,2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.0
sa,2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.24245546758174896
sa,3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.2395978569984436
sa,3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.26813605427742004
sa,3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.24245546758174896
sa,3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.0
sa,0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.8875539302825928
sa,0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.7782419323921204
sa,0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.5772369503974915
sa,1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.8875541090965271
sa,1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.9308590292930603
sa,1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.7400596737861633
sa,2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.778242290019989
sa,2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.9308589100837708
sa,2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.8289716243743896
sa,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.5772369503974915
sa,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.7400596737861633
sa,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.8289716243743896
sa,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,0,0,update_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,1.0
sa,0,1,update_cka,baseline,cycleA-e1-baseline-seed-11,11,sum_mod_10,0.1013980582356453
