component,layer_i,layer_j,matrix,model_variant,run_id,seed,task_family,value
sa,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.23246458172798157
sa,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.23558658361434937
sa,1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2957538962364197
sa,1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.0
sa,1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.21449024975299835
sa,1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.22417394816875458
sa,2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.23246458172798157
sa,2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.21449024975299835
sa,2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.0
sa,2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2004266381263733
sa,3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.23558658361434937
sa,3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.22417394816875458
sa,3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2004266381263733
sa,3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.0
sa,0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
sa,0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.7660248279571533
sa,0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.6511353254318237
sa,0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.15656957030296326
sa,1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.7660248279571533
sa,1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
sa,1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.8234559297561646
sa,1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2250656634569168
sa,2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.6511353254318237
sa,2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.8234559297561646
sa,2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
sa,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.43898874521255493
sa,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.15656951069831848
sa,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2250656634569168
sa,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.43898874521255493
sa,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
sa,0,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
sa,0,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.7609273195266724
sa,0,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.07780909538269043
sa,0,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.11381479352712631
sa,1,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.7609274387359619
sa,1,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
sa,1,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.13606217503547668
sa,1,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.17763087153434753
sa,2,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.07780907303094864
sa,2,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.13606218993663788
sa,2,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
sa,2,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.29586413502693176
sa,3,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.11381479352712631
sa,3,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.17763082683086395
sa,3,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2958641052246094
sa,3,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
sa,0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0000001192092896
sa,0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.7344381213188171
sa,0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.5354401469230652
sa,0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.10741076618432999
sa,1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.7344381213188171
sa,1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0000001192092896
sa,1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.7524820566177368
sa,1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.1835869550704956
sa,2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.5354401469230652
sa,2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.7524820566177368
sa,2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
sa,2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.42894116044044495
sa,3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.10741076618432999
sa,3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.1835869550704956
sa,3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.42894116044044495
sa,3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9999998211860657
sa,0,0,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0000001192092896
sa,0,1,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.35078558325767517
sa,0,2,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.06793101131916046
sa,0,3,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.16538932919502258
sa,1,0,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.35078558325767517
sa,1,1,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9999998807907104
sa,1,2,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.16764600574970245
sa,1,3,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.027812715619802475
sa,2,0,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.06793101131916046
sa,2,1,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.16764600574970245
sa,2,2,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0000001192092896
sa,2,3,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.3032224178314209
sa,3,0,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.16538932919502258
sa,3,1,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.027812715619802475
sa,3,2,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.3032224178314209
sa,3,3,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.8339895606040955
ff,0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.5470492839813232
ff,0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.43287256360054016
ff,1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.8339895606040955
ff,1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.751101016998291
ff,1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.6428242325782776
ff,2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.5470492839813232
ff,2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.751101016998291
ff,2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9311288595199585
ff,3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.43287256360054016
ff,3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.6428242325782776
ff,3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9311288595199585
ff,3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,0,0,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,0,1,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.3965103030204773
ff,0,2,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.18250848352909088
ff,0,3,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.20770323276519775
ff,1,0,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.3965103030204773
ff,1,1,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,1,2,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.3085528612136841
ff,1,3,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.16438865661621094
ff,2,0,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.18250848352909088
ff,2,1,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.3085528612136841
ff,2,2,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,2,3,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.39613795280456543
ff,3,0,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.20770323276519775
ff,3,1,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.16438865661621094
ff,3,2,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.39613795280456543
ff,3,3,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.0
ff,0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.16342799365520477
ff,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.22939151525497437
ff,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2179107815027237
ff,1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.16342799365520477
ff,1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.0
ff,1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.1887514740228653
ff,1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.22867152094841003
ff,2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.22939151525497437
ff,2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.1887514740228653
ff,2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.0
ff,2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.16317152976989746
ff,3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2179107815027237
ff,3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.22867152094841003
ff,3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.16317152976989746
ff,3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.0
ff,0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.8904930949211121
ff,0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2702479064464569
ff,0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.21144303679466248
ff,1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.8904929757118225
ff,1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.43467316031455994
ff,1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.3920517861843109
ff,2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2702479362487793
ff,2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.4346732199192047
ff,2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9773972630500793
ff,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.21144303679466248
ff,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.39205193519592285
ff,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9773967266082764
ff,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,0,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,0,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.5237163305282593
ff,0,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.10835327953100204
ff,0,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.08127258718013763
ff,1,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.5237162113189697
ff,1,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,1,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.27331992983818054
ff,1,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.3066622018814087
ff,2,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.10835329443216324
ff,2,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.2733199894428253
ff,2,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,2,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.8427389860153198
ff,3,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.08127260953187943
ff,3,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.30666226148605347
ff,3,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.842738926410675
ff,3,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9999999403953552
ff,0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.8576289415359497
ff,0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.23728697001934052
ff,0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.1579602062702179
ff,1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.8576289415359497
ff,1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.4391891658306122
ff,1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.35727229714393616
ff,2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.23728697001934052
ff,2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.4391891658306122
ff,2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9999998211860657
ff,2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9644364714622498
ff,3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.1579602062702179
ff,3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.35727229714393616
ff,3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9644364714622498
ff,3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,0,0,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0000001192092896
ff,0,1,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.42889347672462463
ff,0,2,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.04537833109498024
ff,0,3,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.041577860713005066
ff,1,0,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.42889347672462463
ff,1,1,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.0
ff,1,2,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.25211092829704285
ff,1,3,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.21861626207828522
ff,2,0,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.04537833109498024
ff,2,1,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.25211092829704285
ff,2,2,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,1.000000238418579
ff,2,3,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.791502833366394
ff,3,0,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.041577860713005066
ff,3,1,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.21861626207828522
ff,3,2,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.791502833366394
ff,3,3,update_rsa,baseline,cycleA-e1-baseline-seed-22,22,maximum,0.9999998807907104
sa,0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.7734708189964294
sa,0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.5084595680236816
sa,0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.35787972807884216
sa,1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.7734708189964294
sa,1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.8610801100730896
sa,1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.6655660271644592
sa,2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.5084595680236816
sa,2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.8610801100730896
sa,2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.8042279481887817
sa,3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.35787972807884216
sa,3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.6655660271644592
sa,3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.8042279481887817
sa,3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,0,0,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,0,1,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.2504828870296478
sa,0,2,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.048402559012174606
sa,0,3,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,-0.06541119515895844
sa,1,0,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.2504828870296478
sa,1,1,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,1,2,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.07529738545417786
sa,1,3,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,-0.03720933943986893
sa,2,0,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.048402559012174606
sa,2,1,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.07529738545417786
sa,2,2,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,2,3,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.213973730802536
sa,3,0,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,-0.06541119515895844
sa,3,1,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,-0.03720933943986893
sa,3,2,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.213973730802536
sa,3,3,update_cosine,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.0
sa,0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.19461405277252197
sa,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.25665217638015747
sa,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.30559423565864563
sa,1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.19461405277252197
sa,1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.0
sa,1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.22415447235107422
sa,1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.28952881693840027
sa,2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.25665217638015747
sa,2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.22415447235107422
sa,2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.0
sa,2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.20081043243408203
sa,3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.30559423565864563
sa,3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.28952881693840027
sa,3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.20081043243408203
sa,3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.0
sa,0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.8781769871711731
sa,0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.7053852677345276
sa,0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.248966783285141
sa,1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.8781769871711731
sa,1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.8946171998977661
sa,1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.34329140186309814
sa,2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.7053852677345276
sa,2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.8946170806884766
sa,2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.4316968321800232
sa,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.24896670877933502
sa,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.3432915210723877
sa,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.4316968321800232
sa,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,0,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,0,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.2944212257862091
sa,0,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.1191217303276062
sa,0,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.1785154640674591
sa,1,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.2944212257862091
sa,1,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,1,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.06923353672027588
sa,1,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.11874934285879135
sa,2,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.1191217303276062
sa,2,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.06923352926969528
sa,2,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,2,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.45945289731025696
sa,3,0,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.1785154938697815
sa,3,1,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.11874929815530777
sa,3,2,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.45945289731025696
sa,3,3,update_cka,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0000001192092896
sa,0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.8079637885093689
sa,0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.5947211384773254
sa,0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.1964038610458374
sa,1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.8079637885093689
sa,1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0
sa,1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.802995502948761
sa,1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.3154282569885254
sa,2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.5947211384773254
sa,2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.802995502948761
sa,2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,1.0000001192092896
sa,2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.4322127401828766
sa,3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.1964038610458374
sa,3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-22,22,minimum,0.3154282569885254
