attention_ff_cancellation,attention_ff_cosine,cycle,depth,example_id,experiment,full_correct,full_target_logprob,layer,model_family,model_variant,random_ff_correct,random_sa_correct,revision,run_id,seed,skip_block_correct,skip_ff_correct,skip_sa_correct,source_cycle,source_experiment,task_family,utility_block,utility_ff,utility_random_ff,utility_random_sa,utility_sa,width
0.23973071575164795,0.0933101698756218,B,4,family-00344-maximum,B2,True,-0.23628731071949005,0,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,0.024137064814567566,0.24460546672344208,0.5569876432418823,0.03494317829608917,-0.07172006368637085,64
0.23615366220474243,-0.09625940769910812,B,4,family-00344-maximum,B2,True,-0.23628731071949005,1,tiny_custom_transformer,baseline,True,False,1,cycleA-e1-baseline-seed-11,11,False,True,False,A,E1,maximum,3.065829038619995,-0.0623617023229599,-0.03717342019081116,3.105637311935425,3.7130494117736816,64
0.2780979871749878,0.04212208837270737,B,4,family-00344-maximum,B2,True,-0.23628731071949005,2,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,-0.02771434187889099,-0.004302531480789185,0.024648502469062805,0.011389091610908508,-0.01968422532081604,64
0.17486774921417236,0.20070011913776398,B,4,family-00344-maximum,B2,True,-0.23628731071949005,3,tiny_custom_transformer,baseline,True,False,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,0.3639976978302002,-0.02488762140274048,-0.004891052842140198,1.2380448579788208,0.5266112685203552,64
0.23973602056503296,0.032883450388908386,B,4,family-00344-minimum,B2,True,-0.621589720249176,0,tiny_custom_transformer,baseline,True,False,1,cycleA-e1-baseline-seed-11,11,False,True,False,A,E1,minimum,1.8636536598205566,-0.11225289106369019,-0.10006171464920044,1.705134391784668,2.4851012229919434,64
0.2421892285346985,0.018518108874559402,B,4,family-00344-minimum,B2,True,-0.621589720249176,1,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,minimum,-0.06358474493026733,0.140153706073761,0.22598373889923096,0.009613215923309326,-0.09179162979125977,64
0.24120789766311646,0.04138629883527756,B,4,family-00344-minimum,B2,True,-0.621589720249176,2,tiny_custom_transformer,baseline,True,False,1,cycleA-e1-baseline-seed-11,11,False,True,False,A,E1,minimum,1.9108994007110596,0.712841808795929,0.6295468211174011,1.9148812294006348,0.890552818775177,64
0.21567440032958984,0.20478475093841553,B,4,family-00344-minimum,B2,True,-0.621589720249176,3,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,minimum,0.4069468379020691,0.22819745540618896,0.4301413893699646,0.7124229073524475,0.10671669244766235,64
0.19768750667572021,0.22799205780029297,B,4,family-00344-sum_mod_10,B2,False,-1.4847050905227661,0,tiny_custom_transformer,baseline,True,False,1,cycleA-e1-baseline-seed-11,11,True,False,True,A,E1,sum_mod_10,-0.5059671401977539,-0.28477680683135986,-0.3512789011001587,0.908847451210022,-0.15815675258636475,64
0.23757165670394897,0.15631741285324097,B,4,family-00344-sum_mod_10,B2,False,-1.4847050905227661,1,tiny_custom_transformer,baseline,False,True,1,cycleA-e1-baseline-seed-11,11,True,False,False,A,E1,sum_mod_10,-0.2982369661331177,-0.03185474872589111,-0.10075533390045166,-0.32399046421051025,-0.1368274688720703,64
