correct_partition,layer,mean,median,metric,model_variant,n,run_id,seed,std,task_family,token_bin
False,0,0.9435847435357436,0.9799036383628845,ff_novelty,baseline,53,cycleA-e1-baseline-seed-11,11,0.07657014116997339,maximum,6
False,0,0.16410617980192294,0.16665588319301605,ff_dominance,baseline,53,cycleA-e1-baseline-seed-11,11,0.0172556459611487,maximum,6
False,0,0.14885843998559242,0.16413283348083496,attention_ff_cosine,baseline,53,cycleA-e1-baseline-seed-11,11,0.13603851969712602,maximum,6
False,0,0.22646633634027444,0.21437561511993408,attention_ff_cancellation,baseline,53,cycleA-e1-baseline-seed-11,11,0.04371683643921422,maximum,6
False,0,3.3007675431809336,3.032930374145508,combined_update_norm,baseline,53,cycleA-e1-baseline-seed-11,11,1.0047462424341616,maximum,6
False,0,0.7735336636597255,0.7856243848800659,combined_vs_sum_norm,baseline,53,cycleA-e1-baseline-seed-11,11,0.04371683643921422,maximum,6
True,0,1.5076513320791955,1.4175846576690674,attention_update_norm,baseline,255,cycleA-e1-baseline-seed-11,11,0.47144773945520946,maximum,6
True,0,0.13690510067869635,0.12623126804828644,attention_relative_update_norm,baseline,255,cycleA-e1-baseline-seed-11,11,0.042851178258065295,maximum,6
True,0,-0.07611125621433351,-0.07356368005275726,attention_state_update_cosine,baseline,255,cycleA-e1-baseline-seed-11,11,0.13642875891685535,maximum,6
True,0,0.97566726324605,0.9873735904693604,attention_novelty,baseline,255,cycleA-e1-baseline-seed-11,11,0.031777262759817335,maximum,6
True,0,0.11922416608123218,0.11208290606737137,attention_dominance,baseline,255,cycleA-e1-baseline-seed-11,11,0.03186817016310762,maximum,6
True,0,2.1164673370473523,2.1392760276794434,ff_update_norm,baseline,255,cycleA-e1-baseline-seed-11,11,0.3279266508852806,maximum,6
True,0,0.1929649598458234,0.1915225237607956,ff_relative_update_norm,baseline,255,cycleA-e1-baseline-seed-11,11,0.03298623656825728,maximum,6
True,0,-0.13375747178261185,-0.13007459044456482,ff_state_update_cosine,baseline,255,cycleA-e1-baseline-seed-11,11,0.13457319103702098,maximum,6
True,0,0.9640700134576535,0.9804277420043945,ff_novelty,baseline,255,cycleA-e1-baseline-seed-11,11,0.04534949386641494,maximum,6
True,0,0.16111716385565553,0.16073763370513916,ff_dominance,baseline,255,cycleA-e1-baseline-seed-11,11,0.02307491500525074,maximum,6
