ci95_high,ci95_low,layer,median,metric,replicated,seed_n,standardized_mean,std,task_family
1.01697838306427,-0.015286212787032127,1,0.328202484750774,sa_update_norm_w4_rolling_variance,False,5,0.41182002425193787,0.698364123659058,maximum
0.34182852506637573,-0.11231537908315659,1,0.02396975026428455,sa_update_norm_w4_rolling_abs_skewness,False,5,0.11475656926631927,0.29582096205247044,maximum
0.15669958293437958,-0.22923317551612854,1,0.06612539611660373,sa_update_norm_w4_rolling_abs_kurtosis,False,5,-0.020424578338861465,0.24815886818439892,maximum
0.9825574159622192,0.0013289437629282475,1,0.34289626685041735,sa_update_norm_w8_rolling_variance,False,5,0.4111732542514801,0.6568934888597543,maximum
0.7226197123527527,-0.2067151516675949,1,0.07856489348740694,sa_update_norm_w8_rolling_abs_skewness,False,5,0.22390766441822052,0.6178494967171617,maximum
0.4762938916683197,-0.142164409160614,1,0.19676282113419577,sa_update_norm_w8_rolling_abs_kurtosis,False,5,0.16944198310375214,0.3904242378973759,maximum
0.9251594543457031,0.011794408783316612,1,0.34556853173429253,sa_update_norm_w16_rolling_variance,False,5,0.4051956534385681,0.6015187838799856,maximum
0.5526041388511658,-0.2695796489715576,1,0.10829250140306709,sa_update_norm_w16_rolling_abs_skewness,False,5,0.14151224493980408,0.5238170657125765,maximum
0.3205132782459259,-0.4409639835357666,1,-0.19467696690300482,sa_update_norm_w16_rolling_abs_kurtosis,False,5,-0.09917350858449936,0.47569761607781,maximum
0.06405694782733917,-0.4573806822299957,1,-0.03238607184344471,ff_update_norm_mean,False,5,-0.156622052192688,0.3475833026017288,maximum
0.4090816378593445,-0.055690664798021317,1,0.06918124693614006,ff_update_norm_variance,False,5,0.1640956699848175,0.3052392539415205,maximum
0.22812800109386444,-0.02447185292840004,1,0.10711621852334835,ff_update_norm_first_difference_abs_mean,False,5,0.10393347591161728,0.16494816703052986,maximum
0.2392772138118744,-0.06310372799634933,1,0.059938216035625505,ff_update_norm_second_difference_abs_mean,False,5,0.0723646730184555,0.20495398154789218,maximum
