family_n,layer,seed,task_pair,utility_block_difference,utility_ff_difference,utility_sa_difference
60,4,55,minimum__last,0.04627561269638439,-0.008336948634435733,0.052007611747831105
60,5,11,minimum__last,0.1322562513911786,-0.011666239281961073,0.08403389959518487
60,5,22,minimum__last,-0.005367463314905762,0.006730481830891222,-0.02313884925485278
60,5,33,minimum__last,-0.05811165093521898,-0.01684805367840454,-0.044144737157815445
60,5,44,minimum__last,0.08319253974283734,0.09153434905068328,0.003752576105762273
60,5,55,minimum__last,0.07552205903533225,-0.02080569411239897,0.1402520500239916
60,6,11,minimum__last,0.01387134767525519,-0.013106951602579405,0.03828390866595631
60,6,22,minimum__last,-0.035013035459754364,-0.0124744445628797,-0.01786514147728061
60,6,33,minimum__last,0.03969905995375787,0.016460058558732272,0.023395342919199417
60,6,44,minimum__last,0.16069554506490627,-0.008278785971924663,0.1805825465824455
60,6,55,minimum__last,-0.030045769809900473,-0.014516028257397314,-0.025785349728539585
60,7,11,minimum__last,0.016831909391718605,0.015501392004080117,0.004563245608005672
60,7,22,minimum__last,-0.006100517969268064,-0.00307034202463304,0.00037566044678290683
60,7,33,minimum__last,0.026382874161936343,0.012125245532176147,0.008573551600178083
60,7,44,minimum__last,-0.029858919236964234,0.0246917955034102,-0.03559972456811617
60,7,55,minimum__last,-0.0008275174691031377,-0.004986404782781998,0.002692344373402496
60,8,11,minimum__last,-0.028403376143736146,-0.016986370870533087,-0.012490902713034302
60,8,22,minimum__last,-0.0027776926872320473,-0.014063620055094362,0.00901733486680314
60,8,33,minimum__last,0.005394778187231471,-0.0063621610131425164,0.010446998969806979
60,8,44,minimum__last,-0.02663864449132234,-0.015783035755157472,-0.015781620536775638
60,8,55,minimum__last,-0.031560149036037426,-0.0033693173124144473,-0.031047255200489114
60,9,11,minimum__last,-0.012803221552167088,-0.018913472591278454,0.0039615487718644244
60,9,22,minimum__last,0.020233756951832525,-0.010668871963086227,0.027370321032746385
60,9,33,minimum__last,-0.004039815072125445,-0.001372037079030027,-0.00026768991180385154
60,9,44,minimum__last,-0.012760160739223163,-0.012761958215075234,3.92450097327431e-05
60,9,55,minimum__last,0.023208082168518256,0.003661911628053834,0.025406053060820947
60,10,11,minimum__last,-0.0002457298726464311,-0.01696099773204575,0.01767367945285514
60,10,22,minimum__last,-0.009131268807686865,-0.015585296329421301,0.005553883415025969
60,10,33,minimum__last,0.006787998869549483,0.006470053390755007,-0.0010570130543783307
60,10,44,minimum__last,-0.018872213076489668,-0.012305522419046611,-0.0073515956794532634
60,10,55,minimum__last,0.014035113897019376,0.01983427706096942,-0.002216944855172187
60,11,11,minimum__last,-0.0024554022199784714,-0.009342821415824194,0.0055001260247081515
60,11,22,minimum__last,0.003781868792915096,-0.003370027752437939,0.007235940033569932
60,11,33,minimum__last,-0.018500862934160978,-0.010104036280730118,-0.008264122464849304
60,11,44,minimum__last,0.048140300903469324,0.020483377172301212,0.02508963707756872
60,11,55,minimum__last,-0.02256899804342538,0.00845927073387429,-0.027177751378621905
60,12,11,minimum__last,0.0017157709109596909,-0.003097500834458818,0.005148342740722
60,12,22,minimum__last,-0.010117427632212638,-0.005375080955370019,-0.004669975116848945
60,12,33,minimum__last,0.005914948418891678,0.004367689408051471,0.0011235708564830322
60,12,44,minimum__last,-0.01573752723634243,0.0026936893157350522,-0.019373774299553285
60,12,55,minimum__last,0.03162318410662313,0.01915946960604439,0.008976975983629624
60,13,11,minimum__last,0.01576477603909249,0.0023730224308868247,0.015631993619414666
60,13,22,minimum__last,-0.002652796101756394,-0.003803019574843347,0.0016374614089727402
60,13,33,minimum__last,-0.009718440911577393,-0.004641299318366995,-0.005318329638491074
60,13,44,minimum__last,0.0008629416426022847,0.004523012922921528,-0.004525507404468954
60,13,55,minimum__last,0.009743356285616756,0.0064239853255761165,0.0032704253254147867
60,14,11,minimum__last,0.008613260028262933,0.008548471653678764,0.0004812802847785254
60,14,22,minimum__last,-0.009750084381084888,-0.008365912033089748,-0.0023569444621292252
60,14,33,minimum__last,0.0020104358865258593,0.004745060317994406,-0.0029478383910221356
60,14,44,minimum__last,-0.008752541026721398,-0.010379820642992855,0.0013061513658612967
60,14,55,minimum__last,0.007932387517454724,0.011185523398065318,-0.0032474364231651026
60,15,11,minimum__last,0.006990666501224041,0.003628518273277829,0.003214867936912924
60,15,22,minimum__last,-0.01127867578761652,-0.009354429238010198,-0.0013187782101643582
60,15,33,minimum__last,-0.0011201574583537877,-0.004410918297556539,0.003487169179910173
60,15,44,minimum__last,0.0060314696126927934,0.005205770632407318,0.001088521509276082
60,15,55,minimum__last,-0.001097222964745015,0.00031196303510417543,-0.0019151679783438642
60,0,11,minimum__middle,-0.008736913437799861,0.003655819920822978,-0.02266493859157587
60,0,22,minimum__middle,-0.03747775970647733,0.043363508182422565,0.006006361482044061
60,0,33,minimum__middle,0.094038953880469,0.10673847885336726,0.03773152126232162
60,0,44,minimum__middle,-0.9865458255905347,0.012810441319985936,-0.7102158960614664
60,0,55,minimum__middle,0.0862052026980867,-0.0022523198936445017,0.09101763404905797
60,1,11,minimum__middle,-0.6169051839155145,-0.003467963725173225,-0.2450602470858333
60,1,22,minimum__middle,0.5078998912513877,-0.007146663183812052,0.8049225604006399
60,1,33,minimum__middle,0.610429460349648,0.06895398111082614,0.42332032666308805
60,1,44,minimum__middle,0.0275214281398803,-0.01462999094898502,0.06729249582082654
60,1,55,minimum__middle,0.4688884461647831,-0.008602395886555314,0.41664842357082915
60,2,11,minimum__middle,-0.15020022444271794,0.024121028336230664,-0.0013272772659547627
60,2,22,minimum__middle,-0.644763657078147,-0.0038782901014201344,-0.5052477051853203
60,2,33,minimum__middle,0.05054612992874657,0.02912927627718697,0.0016974093159660697
60,2,44,minimum__middle,1.047982308776894,0.04592382698707904,0.9699624525072674
60,2,55,minimum__middle,0.16690959692544613,0.0020179227576591074,0.15034642337122933
60,3,11,minimum__middle,0.7622027053381316,0.010807495928990345,0.826953075818407
60,3,22,minimum__middle,-0.22419939818792045,-0.010788575458961228,-0.09963897444928686
60,3,33,minimum__middle,-1.5638315710510748,-0.04838508453297739,-1.3639681266620756
60,3,44,minimum__middle,0.15843263262649998,0.02782134401689594,0.10917031600062425
60,3,55,minimum__middle,0.009496195544488727,-0.023599187874545655,0.050043267811027664
60,4,11,minimum__middle,0.25770292481174695,0.010661150604331244,0.2537753146685039
60,4,22,minimum__middle,-0.001808249702056249,0.02094989942852408,0.015503803105093538
60,4,33,minimum__middle,0.21042873534994821,0.006058224403144171,0.1843927208489428
60,4,44,minimum__middle,0.10198789605249961,0.01739254823187366,0.08495317987787226
60,4,55,minimum__middle,0.04748619347810745,-0.008002026996109635,0.0530753267230466
60,5,11,minimum__middle,0.15186688995066408,-0.00869470505276695,0.09954975543078035
60,5,22,minimum__middle,-0.008766230770076315,0.008785867881185065,-0.028393915737979114
60,5,33,minimum__middle,-0.053331875052147856,-0.01715099607439091,-0.04149032379112517
60,5,44,minimum__middle,0.07874002748867497,0.09158858730224892,0.000924249334881703
60,5,55,minimum__middle,0.07591395872877911,-0.020647793100215493,0.14049400652293115
60,6,11,minimum__middle,0.008306202218712618,-0.014702190233704945,0.03466843816374118
60,6,22,minimum__middle,-0.034687970935677485,-0.013724902532218645,-0.014988607886092116
60,6,33,minimum__middle,0.04690025575691834,0.015579266170971096,0.02799744193907827
60,6,44,minimum__middle,0.1615079691866413,-0.008204782501949618,0.18127341505605726
60,6,55,minimum__middle,-0.02982630707168331,-0.014364593670082589,-0.025804762685826668
60,7,11,minimum__middle,0.018625680760790905,0.0156746105174534,0.005385156879977634
60,7,22,minimum__middle,-0.0031161219618904092,-0.0027766964902790885,0.0030680602843252323
60,7,33,minimum__middle,0.02655908998567611,0.0134586203416499,0.0077824538651232915
60,7,44,minimum__middle,-0.029580193649356563,0.024469088417633126,-0.035276546558210005
60,7,55,minimum__middle,-0.0006146815915902456,-0.00485341523696358,0.0027632916967074077
60,8,11,minimum__middle,-0.021336793538648636,-0.013276937848422677,-0.007668204613340398
60,8,22,minimum__middle,-0.009534960488478343,-0.013266564288642257,-6.785542936995625e-05
60,8,33,minimum__middle,0.005624860808408508,-0.005241759462902943,0.009940484185547879
60,8,44,minimum__middle,-0.02695549010531977,-0.015634801824732373,-0.01634019344346598
60,8,55,minimum__middle,-0.030885634000878782,-0.003335766967696448,-0.03042459663702175
60,9,11,minimum__middle,-0.016964959050528704,-0.018305573818118624,-0.0024528911880527934
60,9,22,minimum__middle,0.019728133804164827,-0.010901485391271611,0.02705312837691357
60,9,33,minimum__middle,-0.002286327816545963,-0.0011932170833460986,0.001261779514607042
60,9,44,minimum__middle,-0.012381416066394499,-0.012514203294025113,0.00014273634878918527
60,9,55,minimum__middle,0.023597436118870975,0.003750366321764886,0.02564102510223165
60,10,11,minimum__middle,0.0007885319956888755,-0.01918081413411225,0.020554480612433205
60,10,22,minimum__middle,-0.008171624950288484,-0.011896833148784935,0.0038805759938744205
60,10,33,minimum__middle,0.00846776064330091,0.007561343136088302,-0.0005075948894955218
60,10,44,minimum__middle,-0.01930032514889414,-0.012776889667535821,-0.007271860345887641
60,10,55,minimum__middle,0.014248770715979239,0.01995336654751251,-0.002145544346421957
60,11,11,minimum__middle,-0.0010244488172853987,-0.008554947096854448,0.006034904361392061
60,11,22,minimum__middle,0.002009765536058694,-0.0016351292220254739,0.0045765235787257556
60,11,33,minimum__middle,-0.01818283652343477,-0.009726126658885429,-0.008307583005322765
60,11,44,minimum__middle,0.04823534627600263,0.02039631955170383,0.025226782840521385
60,11,55,minimum__middle,-0.022436493278170624,0.0086054183387508,-0.027200530314197145
60,12,11,minimum__middle,-0.0012490403916065893,-0.004346357945663234,0.0036221548488053184
60,12,22,minimum__middle,-0.010324873092273871,-0.004236636974383146,-0.00586995092065384
60,12,33,minimum__middle,0.006945770684008797,0.005089363168614606,0.0014137890927183132
60,12,44,minimum__middle,-0.015590384284344812,0.0029060774366371335,-0.01943026257601256
60,12,55,minimum__middle,0.03181384562049061,0.019327936651340374,0.008974517998285591
60,13,11,minimum__middle,0.016147628100588916,0.0009306625657094021,0.017354689728623876
60,13,22,minimum__middle,-0.00014117580916111667,-0.00111592326235647,0.0016655851698790987
60,13,33,minimum__middle,-0.009145981061737984,-0.004448200389742851,-0.004974664860249807
60,13,44,minimum__middle,0.0007824904751032591,0.004493377551746865,-0.004586613923311234
60,13,55,minimum__middle,0.00987328083332007,0.00644505990591521,0.003378144896123558
60,14,11,minimum__middle,0.010591967396127682,0.00939552066847682,0.0019209076339999835
60,14,22,minimum__middle,-0.007408639617885153,-0.006264713833418986,-0.0021849436297391852
60,14,33,minimum__middle,0.002015730505809188,0.004170287121087313,-0.002461096419331928
60,14,44,minimum__middle,-0.00894336086542656,-0.010495054236768435,0.0012454919167794287
60,14,55,minimum__middle,0.008068770112004131,0.01127936237026006,-0.0032079396575378873
60,15,11,minimum__middle,0.008064085769001394,0.004661772217756758,0.003350875212345272
60,15,22,minimum__middle,-0.010487326370396961,-0.008434696464488904,-0.001362523715943098
60,15,33,minimum__middle,-0.0011788190070850153,-0.004762860228462766,0.0037632257405978936
60,15,44,minimum__middle,0.006003920101405432,0.005045029885756473,0.0011664054123684763
60,15,55,minimum__middle,-0.0009180927299894392,0.00043644770048558714,-0.0018677266392235954
